transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,masked_email,masked_phone,revenue,year,month,product_name_master,category_master,price_master
122,549,Jacob Hopkins,102,70000.0,Phone,Electronics,online,Bangalore,2025-05-17,4,Cash,0.15,Jacob69@gmail.com,6812496590,successful,J***@gmail.com,******6590,238000.0,2025,May,Phone,Electronics,70000
123,387,Kenneth Rocha,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-30,5,UPI,0.3,KennethRocha@outlook.com,6385183283,successful,K***@outlook.com,******3283,157500.0,2025,June,Microwave,Home Appliances,45000
124,592,Timothy Medina,104,8000.0,Shoes,Clothing,offline,Delhi,2026-03-04,3,Card,0.35,Timothy8@gmail.com,7059828501,successful,T***@gmail.com,******8501,15600.0,2026,March,Shoes,Clothing,8000
125,580,Meredith Walker,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-10-13,2,Card,0.25,MeredithWalker@yahoo.com,7850497146,successful,M***@yahoo.com,******7146,75000.0,2025,October,Dining Table,Furniture,50000
126,17,Duane Hall,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-25,1,Card,0.15,DuaneHall@outlook.com,7467001149,successful,D***@outlook.com,******1149,212500.0,2026,February,Laptop,Electronics,250000
126,17,Duane Hall,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-25,1,Card,0.15,DuaneHall@outlook.com,7467001149,failed,D***@outlook.com,******1149,212500.0,2026,February,Laptop,Electronics,250000
127,115,Linda Graham,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-24,1,UPI,0.4,LindaGraham@gmail.com,8692481568,successful,L***@gmail.com,******1568,150000.0,2026,March,Laptop,Electronics,250000
127,115,Linda Graham,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-24,1,UPI,0.4,LindaGraham@gmail.com,8692481568,failed,L***@gmail.com,******1568,150000.0,2026,March,Laptop,Electronics,250000
128,710,April Moore,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-07-22,3,Cash,0.3,AprilMoore@gmail.com,9772271176,successful,A***@gmail.com,******1176,525000.0,2025,July,Laptop,Electronics,250000
129,150,Donald Bradley,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-01-17,5,Cash,0.4,Donald58@gmail.com,6372599420,successful,D***@gmail.com,******9420,24000.0,2026,January,Shoes,Clothing,8000
130,149,Ashley Mejia,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,AshleyMejia@outlook.com,6877766443,successful,A***@outlook.com,******6443,1105.0,2025,November,Shirt,Clothing,1300
130,149,Ashley Mejia,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,AshleyMejia@outlook.com,6877766443,failed,A***@outlook.com,******6443,1105.0,2025,November,Shirt,Clothing,1300
131,274,Joseph Parker,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-06,1,UPI,0.15,JosephParker@gmail.com,7902179206,successful,J***@gmail.com,******9206,42500.0,2026,January,Dining Table,Furniture,50000
132,173,Joshua Smith,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-07,2,UPI,0.4,JoshuaSmith@outlook.com,9374137378,successful,J***@outlook.com,******7378,78000.0,2025,June,Refrigerator,Home Appliances,65000
134,702,Robert Jackson,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-30,1,UPI,0.05,RobertJackson@gmail.com,8175096138,successful,R***@gmail.com,******6138,14250.0,2025,September,Mixer Grinder,Home Appliances,15000
135,362,David Wells,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-11-25,5,Cash,0.2,DavidWells@yahoo.com,7619729722,successful,D***@yahoo.com,******9722,1000000.0,2025,November,Laptop,Electronics,250000
136,863,Travis Morgan,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-24,1,Card,0.15,Travis41@gmail.com,7182704457,successful,T***@gmail.com,******4457,212500.0,2025,May,Laptop,Electronics,250000
137,38,Laura Shelton,103,1300.0,Shirt,Clothing,online,Bangalore,2026-02-08,4,Card,0.05,LauraShelton@gmail.com,6595077405,successful,L***@gmail.com,******7405,4940.0,2026,February,Shirt,Clothing,1300
138,432,Charles Nelson,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-02-22,4,NetBanking,0.4,CharlesNelson@yahoo.com,9047961774,successful,C***@yahoo.com,******1774,3120.0,2026,February,Shirt,Clothing,1300
139,907,Jeffrey Mccall,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-02-17,4,NetBanking,0.05,Jeffrey63@gmail.com,6709574650,successful,J***@gmail.com,******4650,247000.0,2026,February,Refrigerator,Home Appliances,65000
140,400,Brenda Johnson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-09,4,NetBanking,0.1,BrendaJohnson@yahoo.com,7955488393,successful,B***@yahoo.com,******8393,900000.0,2025,June,Laptop,Electronics,250000
141,180,Chelsea Meyer,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-07,4,Card,0.1,ChelseaMeyer@yahoo.com,6390106560,successful,C***@yahoo.com,******6560,4680.0,2025,November,Shirt,Clothing,1300
142,137,Kathleen Douglas,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-09-26,1,Cash,0.15,KathleenDouglas@yahoo.com,8017596544,successful,K***@yahoo.com,******6544,42500.0,2025,September,Dining Table,Furniture,50000
143,313,Mary Lowe,107,50000.0,Dining Table,Furniture,offline,Delhi,2026-12-04,3,UPI,0.35,MaryLowe@outlook.com,6672302640,successful,M***@outlook.com,******2640,97500.0,2026,December,Dining Table,Furniture,50000
144,718,Rebecca Mills,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-21,2,Card,0.1,RebeccaMills@outlook.com,9354411168,successful,R***@outlook.com,******1168,2340.0,2026,March,Shirt,Clothing,1300
145,975,Jacqueline Doyle,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-01-12,3,Card,0.1,JacquelineDoyle@outlook.com,8114950490,successful,J***@outlook.com,******0490,175500.0,2026,January,Refrigerator,Home Appliances,65000
146,311,Juan Murphy,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-29,2,NetBanking,0.1,JuanMurphy@yahoo.com,7461687160,successful,J***@yahoo.com,******7160,2340.0,2025,October,Shirt,Clothing,1300
147,111,Alyssa Mitchell,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-09-08,4,Card,0.35,AlyssaMitchell@gmail.com,9343932386,successful,A***@gmail.com,******2386,130000.0,2025,September,Dining Table,Furniture,50000
148,139,Melissa Peterson,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-07-09,3,NetBanking,0.25,MelissaPeterson@outlook.com,8721382133,successful,M***@outlook.com,******2133,18000.0,2025,July,Shoes,Clothing,8000
149,644,John Parrish,102,70000.0,Phone,Electronics,offline,Delhi,2026-04-04,4,Card,0.2,JohnParrish@gmail.com,7075517481,successful,J***@gmail.com,******7481,224000.0,2026,April,Phone,Electronics,70000
150,917,Alexandria Marks,105,45000.0,Tv,Electronics,online,Hyderabad,2025-04-11,2,Cash,0.4,AlexandriaMarks@gmail.com,8815523519,successful,A***@gmail.com,******3519,54000.0,2025,April,TV,Electronics,45000
151,294,Jared Moreno,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-04-01,1,NetBanking,0.4,Jared21@gmail.com,6639377809,successful,J***@gmail.com,******7809,150000.0,2026,April,Laptop,Electronics,250000
152,171,Michael Church,105,45000.0,Tv,Electronics,online,Hyderabad,2025-06-26,1,NetBanking,0.3,Michael61@gmail.com,8675254681,successful,M***@gmail.com,******4681,31499.999999999996,2025,June,TV,Electronics,45000
153,1,Karen Pollard,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-04-10,3,NetBanking,0.15,KarenPollard@yahoo.com,7148256363,successful,K***@yahoo.com,******6363,38250.0,2026,April,Mixer Grinder,Home Appliances,15000
154,835,Juan Watkins,102,70000.0,Phone,Electronics,online,Delhi,2026-01-31,4,UPI,0.3,JuanWatkins@outlook.com,7972862580,successful,J***@outlook.com,******2580,196000.0,2026,January,Phone,Electronics,70000
155,363,Leonard Travis,105,45000.0,Tv,Electronics,online,Delhi,2025-06-07,3,Card,0.1,LeonardTravis@gmail.com,9034700472,successful,L***@gmail.com,******0472,121500.0,2025,June,TV,Electronics,45000
156,334,Brenda Gonzales,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-05-11,5,Card,0.3,BrendaGonzales@gmail.com,9034621783,successful,B***@gmail.com,******1783,227500.0,2025,May,Refrigerator,Home Appliances,65000
157,39,Megan Jones,102,70000.0,Phone,Electronics,online,Hyderabad,2026-01-03,1,UPI,0.25,MeganJones@gmail.com,7279430686,successful,M***@gmail.com,******0686,52500.0,2026,January,Phone,Electronics,70000
158,892,Logan Hayes,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-02-17,4,Card,0.15,LoganHayes@yahoo.com,6461520803,successful,L***@yahoo.com,******0803,153000.0,2026,February,Microwave,Home Appliances,45000
159,570,Donald Carter,103,1300.0,Shirt,Clothing,offline,Chennai,2025-05-08,1,Cash,0.2,Donald21@gmail.com,7944230219,successful,D***@gmail.com,******0219,1040.0,2025,May,Shirt,Clothing,1300
160,152,Levi Leon,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-06-06,3,Cash,0.15,Levi30@gmail.com,6634513306,successful,L***@gmail.com,******3306,165750.0,2025,June,Refrigerator,Home Appliances,65000
161,944,Julie Rodriguez,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-29,3,Cash,0.1,JulieRodriguez@yahoo.com,7402770779,successful,J***@yahoo.com,******0779,21600.0,2025,August,Shoes,Clothing,8000
162,197,Gabriel Mills,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-15,5,NetBanking,0.25,GabrielMills@gmail.com,8457234137,successful,G***@gmail.com,******4137,4875.0,2025,November,Shirt,Clothing,1300
163,256,Nicole Williams,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-08,2,NetBanking,0.15,Nicole72@gmail.com,9261161732,successful,N***@gmail.com,******1732,13600.0,2025,October,Shoes,Clothing,8000
164,993,Julie Wade,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-04-21,2,Card,0.2,JulieWade@outlook.com,7427719325,successful,J***@outlook.com,******9325,104000.0,2025,April,Refrigerator,Home Appliances,65000
165,525,Laura Barajas,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-08-09,1,Cash,0.05,Laura14@gmail.com,8564041400,successful,L***@gmail.com,******1400,76000.0,2025,August,Sofa,Furniture,80000
166,976,Paula Rogers,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-13,5,UPI,0.25,Paula39@gmail.com,8769251725,successful,P***@gmail.com,******1725,937500.0,2025,November,Laptop,Electronics,250000
167,820,Mary Goodwin,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-09,3,Card,0.2,MaryGoodwin@yahoo.com,8576869201,successful,M***@yahoo.com,******9201,3120.0,2026,March,Shirt,Clothing,1300
168,92,Kelly Chang,101,250000.0,Laptop,Electronics,offline,Chennai,2025-06-03,5,Card,0.25,KellyChang@yahoo.com,9459399379,successful,K***@yahoo.com,******9379,937500.0,2025,June,Laptop,Electronics,250000
169,721,Robert Villa,102,70000.0,Phone,Electronics,online,Mumbai,2025-10-31,5,Cash,0.35,RobertVilla@yahoo.com,8265101453,successful,R***@yahoo.com,******1453,227500.0,2025,October,Phone,Electronics,70000
170,893,Taylor Walton,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-29,4,UPI,0.2,TaylorWalton@outlook.com,7181735386,successful,T***@outlook.com,******5386,144000.0,2025,April,Microwave,Home Appliances,45000
171,871,Joel Hall,102,70000.0,Phone,Electronics,online,Chennai,2026-01-20,3,UPI,0.2,Joel21@gmail.com,8984815629,successful,J***@gmail.com,******5629,168000.0,2026,January,Phone,Electronics,70000
172,5,Kathleen Olson,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-04-16,5,Cash,0.3,KathleenOlson@gmail.com,6401699805,successful,K***@gmail.com,******9805,4550.0,2025,April,Shirt,Clothing,1300
173,368,Emily Scott,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-02-20,4,Card,0.3,EmilyScott@yahoo.com,9116589634,successful,E***@yahoo.com,******9634,140000.0,2026,February,Dining Table,Furniture,50000
174,97,Joseph Nolan,105,45000.0,Tv,Electronics,online,Bangalore,2025-10-09,2,NetBanking,0.4,JosephNolan@outlook.com,9572183593,successful,J***@outlook.com,******3593,54000.0,2025,October,TV,Electronics,45000
175,22,James Walters,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-09-13,5,Cash,0.05,James10@gmail.com,6590464842,successful,J***@gmail.com,******4842,213750.0,2025,September,Microwave,Home Appliances,45000
176,260,Cynthia Fields,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-09-20,5,Cash,0.4,CynthiaFields@gmail.com,6824635111,successful,C***@gmail.com,******5111,150000.0,2025,September,Dining Table,Furniture,50000
177,164,Shawn Stewart,107,50000.0,Dining Table,Furniture,online,Chennai,2025-09-04,4,Card,0.05,ShawnStewart@gmail.com,7161144854,successful,S***@gmail.com,******4854,190000.0,2025,September,Dining Table,Furniture,50000
177,164,Shawn Stewart,107,50000.0,Dining Table,Furniture,online,Chennai,2025-09-04,4,Card,0.05,ShawnStewart@gmail.com,7161144854,failed,S***@gmail.com,******4854,190000.0,2025,September,Dining Table,Furniture,50000
178,288,Darren Parker,102,70000.0,Phone,Electronics,online,Hyderabad,2025-08-07,4,NetBanking,0.35,DarrenParker@outlook.com,7734023569,successful,D***@outlook.com,******3569,182000.0,2025,August,Phone,Electronics,70000
179,565,Craig Moore,105,45000.0,Tv,Electronics,offline,Mumbai,2025-08-08,3,Cash,0.2,CraigMoore@gmail.com,9983242911,successful,C***@gmail.com,******2911,108000.0,2025,August,TV,Electronics,45000
180,500,Katelyn Garza,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-12-23,5,Cash,0.1,KatelynGarza@yahoo.com,6200950083,successful,K***@yahoo.com,******0083,67500.0,2025,December,Mixer Grinder,Home Appliances,15000
181,693,Joseph Maldonado,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-11-27,4,Card,0.4,JosephMaldonado@yahoo.com,8013495157,successful,J***@yahoo.com,******5157,36000.0,2025,November,Mixer Grinder,Home Appliances,15000
182,749,Linda Lara,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-04-21,4,Cash,0.1,LindaLara@outlook.com,7476164201,successful,L***@outlook.com,******4201,234000.0,2025,April,Refrigerator,Home Appliances,65000
183,348,James Nash,101,250000.0,Laptop,Electronics,online,Chennai,2025-08-27,5,Cash,0.25,James62@gmail.com,7753726437,successful,J***@gmail.com,******6437,937500.0,2025,August,Laptop,Electronics,250000
184,380,Matthew Douglas,102,70000.0,Phone,Electronics,online,Hyderabad,2026-02-17,3,Cash,0.3,Matthew80@gmail.com,8301990893,successful,M***@gmail.com,******0893,147000.0,2026,February,Phone,Electronics,70000
185,672,Austin Perez,106,80000.0,Sofa,Furniture,online,Delhi,2025-04-27,2,NetBanking,0.4,Austin35@gmail.com,6030034218,successful,A***@gmail.com,******4218,96000.0,2025,April,Sofa,Furniture,80000
186,545,Paul Howell,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-03-07,1,UPI,0.3,PaulHowell@gmail.com,8897700103,successful,P***@gmail.com,******0103,31499.999999999996,2026,March,Microwave,Home Appliances,45000
187,996,Barbara Morris,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-03-18,3,UPI,0.2,Barbara54@gmail.com,8799907956,successful,B***@gmail.com,******7956,600000.0,2026,March,Laptop,Electronics,250000
188,200,Miguel Proctor,101,250000.0,Laptop,Electronics,offline,Delhi,2025-11-28,2,Cash,0.3,MiguelProctor@gmail.com,8148175835,successful,M***@gmail.com,******5835,350000.0,2025,November,Laptop,Electronics,250000
189,585,Clifford Hayes,102,70000.0,Phone,Electronics,offline,Delhi,2025-06-29,4,NetBanking,0.25,CliffordHayes@gmail.com,6579201942,successful,C***@gmail.com,******1942,210000.0,2025,June,Phone,Electronics,70000
190,843,Chelsea Hester,102,70000.0,Phone,Electronics,online,Bangalore,2025-10-07,3,NetBanking,0.4,ChelseaHester@gmail.com,8104088861,successful,C***@gmail.com,******8861,126000.0,2025,October,Phone,Electronics,70000
191,552,Anthony Cox,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-04-26,2,NetBanking,0.15,AnthonyCox@gmail.com,7725127392,successful,A***@gmail.com,******7392,85000.0,2025,April,Dining Table,Furniture,50000
192,744,Ashley Hull,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-03-07,2,NetBanking,0.05,AshleyHull@outlook.com,6712629482,successful,A***@outlook.com,******9482,123500.0,2026,March,Refrigerator,Home Appliances,65000
193,243,Christian Martin,101,250000.0,Laptop,Electronics,offline,Delhi,2025-07-10,2,Card,0.1,ChristianMartin@yahoo.com,6377411962,successful,C***@yahoo.com,******1962,450000.0,2025,July,Laptop,Electronics,250000
194,56,Joshua Li,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-26,5,UPI,0.3,Joshua89@gmail.com,7095086990,successful,J***@gmail.com,******6990,4550.0,2025,October,Shirt,Clothing,1300
195,511,Eric Johnson,102,70000.0,Phone,Electronics,online,Hyderabad,2026-12-02,5,Cash,0.1,Eric54@gmail.com,8586566834,successful,E***@gmail.com,******6834,315000.0,2026,December,Phone,Electronics,70000
196,248,Anthony Henry,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-10-31,5,NetBanking,0.25,AnthonyHenry@yahoo.com,7055017330,successful,A***@yahoo.com,******7330,243750.0,2025,October,Refrigerator,Home Appliances,65000
197,344,Brian Wells,101,250000.0,Laptop,Electronics,online,Chennai,2025-05-29,1,NetBanking,0.2,Brian46@gmail.com,8434229708,successful,B***@gmail.com,******9708,200000.0,2025,May,Laptop,Electronics,250000
198,263,Joshua Anderson,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-02-20,2,NetBanking,0.25,JoshuaAnderson@outlook.com,7991578142,successful,J***@outlook.com,******8142,22500.0,2026,February,Mixer Grinder,Home Appliances,15000
199,628,Kelly Turner,102,70000.0,Phone,Electronics,offline,Chennai,2025-09-12,3,UPI,0.15,KellyTurner@gmail.com,8102485626,successful,K***@gmail.com,******5626,178500.0,2025,September,Phone,Electronics,70000
200,76,Cindy Lewis,105,45000.0,Tv,Electronics,offline,Chennai,2025-04-27,1,Cash,0.4,CindyLewis@outlook.com,6646839866,successful,C***@outlook.com,******9866,27000.0,2025,April,TV,Electronics,45000
200,76,Cindy Lewis,105,45000.0,Tv,Electronics,offline,Chennai,2025-04-27,1,Cash,0.4,CindyLewis@outlook.com,6646839866,failed,C***@outlook.com,******9866,27000.0,2025,April,TV,Electronics,45000
201,951,Richard Miller,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-12-16,3,Card,0.25,RichardMiller@yahoo.com,7109726379,successful,R***@yahoo.com,******6379,2925.0,2025,December,Shirt,Clothing,1300
202,362,David Wells,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-05-05,5,Cash,0.05,DavidWells@yahoo.com,7619729722,successful,D***@yahoo.com,******9722,71250.0,2025,May,Mixer Grinder,Home Appliances,15000
203,929,Charles Key,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-26,1,Cash,0.35,Charles2@gmail.com,7319365346,successful,C***@gmail.com,******5346,845.0,2025,July,Shirt,Clothing,1300
203,929,Charles Key,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-26,1,Cash,0.35,Charles2@gmail.com,7319365346,failed,C***@gmail.com,******5346,845.0,2025,July,Shirt,Clothing,1300
204,988,John Thomas,107,50000.0,Dining Table,Furniture,online,Delhi,2025-09-27,4,NetBanking,0.2,John19@gmail.com,9168109139,successful,J***@gmail.com,******9139,160000.0,2025,September,Dining Table,Furniture,50000
205,288,Darren Parker,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-08-06,3,NetBanking,0.25,DarrenParker@outlook.com,7734023569,successful,D***@outlook.com,******3569,18000.0,2025,August,Shoes,Clothing,8000
206,258,Larry Taylor,106,80000.0,Sofa,Furniture,offline,Chennai,2025-11-24,5,UPI,0.2,LarryTaylor@yahoo.com,9823327795,successful,L***@yahoo.com,******7795,320000.0,2025,November,Sofa,Furniture,80000
207,710,April Moore,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-05-01,1,UPI,0.25,AprilMoore@gmail.com,9772271176,successful,A***@gmail.com,******1176,11250.0,2025,May,Mixer Grinder,Home Appliances,15000
208,91,Christopher Martin,101,250000.0,Laptop,Electronics,online,Bangalore,2025-07-09,5,Cash,0.4,ChristopherMartin@outlook.com,8340618811,successful,C***@outlook.com,******8811,750000.0,2025,July,Laptop,Electronics,250000
209,392,Jeffery Wallace,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-02-23,3,UPI,0.25,JefferyWallace@gmail.com,8334016777,successful,J***@gmail.com,******6777,33750.0,2026,February,Mixer Grinder,Home Appliances,15000
210,261,Ronnie Martin,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-03-26,1,Cash,0.05,RonnieMartin@yahoo.com,8466121260,successful,R***@yahoo.com,******1260,42750.0,2026,March,Microwave,Home Appliances,45000
